From Class,To Class,References,From Entities,To Entities
tachyon.examples.BasicRawTableOperations,tachyon.Constants,1,1,1
tachyon.examples.BasicRawTableOperations,tachyon.examples.Utils,1,1,1
tachyon.examples.BasicRawTableOperations,tachyon.TachyonURI,9,6,3
tachyon.examples.BasicRawTableOperations,tachyon.Version,1,1,1
tachyon.examples.Performance,tachyon.client.AbstractTachyonFS,1,1,1
tachyon.examples.Performance,tachyon.client.TachyonFS,3,2,2
tachyon.examples.Performance,tachyon.conf.UserConf,2,1,2
tachyon.examples.Performance,tachyon.Constants,1,1,1
tachyon.examples.Performance,tachyon.examples.Performance.GeneralWorker,4,2,2
tachyon.examples.Performance,tachyon.examples.Performance.HdfsWorker,2,1,2
tachyon.examples.Performance,tachyon.examples.Performance.TachyonReadWorker,2,1,2
tachyon.examples.Performance,tachyon.examples.Performance.TachyonWriterWorker,2,1,2
tachyon.examples.Performance,tachyon.examples.Performance.Worker,4,4,1
tachyon.examples.Performance,tachyon.TachyonURI,5,3,2
tachyon.examples.Performance,tachyon.util.CommonUtils,3,2,3
tachyon.examples.Performance,tachyon.Version,1,1,1
tachyon.examples.Performance.GeneralWorker,tachyon.examples.Performance,16,2,8
tachyon.examples.Performance.GeneralWorker,tachyon.examples.Performance.Worker,18,4,6
tachyon.examples.Performance.GeneralWorker,tachyon.util.CommonUtils,1,1,1
tachyon.examples.Performance.HdfsWorker,tachyon.examples.Performance,15,3,8
tachyon.examples.Performance.HdfsWorker,tachyon.examples.Performance.Worker,17,4,6
tachyon.examples.Performance.HdfsWorker,tachyon.util.CommonUtils,1,1,1
tachyon.examples.Performance.TachyonReadWorker,tachyon.client.ReadType,1,1,1
tachyon.examples.Performance.TachyonReadWorker,tachyon.client.TachyonByteBuffer,8,2,3
tachyon.examples.Performance.TachyonReadWorker,tachyon.client.TachyonFile,6,4,3
tachyon.examples.Performance.TachyonReadWorker,tachyon.client.TachyonFS,5,3,3
tachyon.examples.Performance.TachyonReadWorker,tachyon.examples.Performance,22,3,10
tachyon.examples.Performance.TachyonReadWorker,tachyon.examples.Performance.Worker,14,4,6
tachyon.examples.Performance.TachyonReadWorker,tachyon.TachyonURI,6,1,2
tachyon.examples.Performance.TachyonReadWorker,tachyon.util.CommonUtils,1,1,1
tachyon.examples.Performance.TachyonWriterWorker,tachyon.client.OutStream,2,2,2
tachyon.examples.Performance.TachyonWriterWorker,tachyon.client.TachyonFile,2,2,2
tachyon.examples.Performance.TachyonWriterWorker,tachyon.client.TachyonFS,3,3,3
tachyon.examples.Performance.TachyonWriterWorker,tachyon.client.WriteType,1,1,1
tachyon.examples.Performance.TachyonWriterWorker,tachyon.examples.Performance,8,3,7
tachyon.examples.Performance.TachyonWriterWorker,tachyon.examples.Performance.Worker,11,4,6
tachyon.examples.Performance.TachyonWriterWorker,tachyon.TachyonURI,2,1,2
tachyon.examples.Performance.TachyonWriterWorker,tachyon.util.CommonUtils,1,1,1
tachyon.examples.Utils,tachyon.client.ReadType,3,2,2
tachyon.examples.Utils,tachyon.client.WriteType,3,2,2
tachyon.examples.Utils,tachyon.Constants,5,2,4
tachyon.Format,tachyon.conf.CommonConf,4,2,4
tachyon.Format,tachyon.conf.MasterConf,5,2,4
tachyon.Format,tachyon.conf.WorkerConf,5,2,5
tachyon.Format,tachyon.Constants,1,1,1
tachyon.Format,tachyon.UnderFileSystem,10,4,6
tachyon.Format,tachyon.util.CommonUtils,3,1,2
tachyon.Format,tachyon.Version,1,1,1
